110,359.22,3.27,0,4.42,2
11983,4441.73,0.37,0,4.61,3
89,117.21,1.32,0.71,1.6,3
1316,636.28,0.48,0,4.79,3
140,199.88,1.43,0,3.1,3
258,2739.05,10.62,2.41,16.7,1
91,174.77,1.92,0.6,4.29,3
938,1409.06,1.5,0,5.1,3
71,107.59,1.52,0.28,3,2
3753,11306.48,3.01,0,6.79,2
1791,19685.38,10.99,0,22.57,1
147,198.33,1.35,0,3.32,3
1179,8300.29,7.04,0,22.11,1
445,578.66,1.3,1,1.3,3
534,405.66,0.76,0.19,3.55,3
94,171.56,1.83,0.17,4.29,3
834,2401.78,2.88,0.07,9.05,2
80,117.35,1.47,0.77,1.96,3
206,348.97,1.69,0.6,3.29,3
2141,2201.61,1.03,0.12,2.4,3
3367,1168.02,0.35,0,5.81,3
1250,4171.48,3.34,0,13.01,2
474,386.1,0.81,0,4.78,3
422,613.19,1.45,0,4.48,3
152,151.26,1,0,4.17,3
1745,1523.66,0.87,0,4.48,3
1685,802.64,0.48,0,5.76,3
935,13922.1,14.89,0,22.45,1
1414,1812.72,1.28,0.06,5.85,3
148,198.95,1.34,0.21,4.83,3
475,1614.71,3.4,0.53,5.38,2
305,534.97,1.75,0.41,4.05,3
206,125.82,0.61,0.32,0.94,3
1700,2019.78,1.19,0,9.7,2
989,1548.59,1.57,0,5.57,3
1021,3586.64,3.51,0.09,10.74,2
428,1353.72,3.16,0.28,12.56,2
1099,4063.01,3.7,0,22.67,1
150,511.34,3.41,0.04,6.59,2
675,1113.99,1.65,0.07,5.19,3
305,481.25,1.58,0.36,4.1,3
1013,2848.02,2.81,0.14,12.08,2
1428,5033.07,3.52,0,9.39,2
1075,4916.66,4.57,0,13.31,2
2502,857.75,0.34,0.06,1.15,3
372,533.31,1.43,0,4.5,3
906,14253.11,15.73,0.21,21.72,1
135,40.02,0.3,0,0.96,3
559,1817.79,3.25,0.28,10.16,1
270,393.91,1.46,0.09,5.04,3
642,605.12,0.94,0,3.85,3
960,9738.34,10.14,0,24.18,1
100,99.39,0.99,0,2.97,3
73,113.66,1.56,0.42,2.87,3
5335,2271.07,0.43,0,4.78,3
1398,7384.53,5.28,0,20.78,1
48,81.1,1.69,0.11,5.28,3
1056,3359.72,3.18,0,11.85,2
181,252.87,1.4,0,5.73,3
256,269.19,1.05,0,4.78,3
34558,689.56,0.02,0,4.35,3
515,215.29,0.42,0,3.28,3
100,110.27,1.1,0,2.6,3
1004,15309.73,15.25,0.82,20.03,1
485,878.81,1.81,0.31,5.82,3
1131,2090.6,1.85,0.03,10.44,2
227,219.4,0.97,0,4.07,3
699,1202.67,1.72,0,5.07,3
2169,8724,4.02,0.08,8.58,2
1468,4018.64,2.74,0,12.19,2
134,572.34,4.27,0.85,10.99,1
1254,4209.48,3.36,0.16,13.33,2
711,1093.7,1.54,0.06,5.56,3
762,3682.9,4.83,0,10.94,2
890,966.39,1.09,0.05,3.9,3
540,489.33,0.91,0,3.04,3
391,377.16,0.96,0,1.93,3
1056,980.8,0.93,0,3.57,3
854,909.92,1.07,0.49,1.57,3
5707,145933.59,25.57,0.21,40.78,4
42,69.56,1.66,0.26,4.97,3
261,3941.34,15.1,3.26,19.84,4
190,199.19,1.05,0,3.03,3
5253,3365.85,0.64,0,2.31,3
1040,1180.9,1.14,0,3.87,3
631,2950.32,4.68,0,16.72,1
223,303.79,1.36,0,3.23,3
941,9191.81,9.77,3.16,14.39,1
460,612.39,1.33,0,6,3
64,48.73,0.76,0.06,2.69,3
5455,62713.05,11.5,0,23.97,4
265,1614.36,6.09,0,22.25,1
1436,2499.85,1.74,0,8.18,2
1234,12910.61,10.46,0,20.89,1
158,227.95,1.44,0.11,5.03,3
602,792.59,1.32,0,7.83,2
486,1544.7,3.18,0.87,13.39,2
242,312.7,1.29,0,4.28,3
518,8095.58,15.63,0,22.73,1
2750,31879.88,11.59,0,33.62,1
40,94.08,2.35,0.26,12.65,4
618,871.17,1.41,0.34,5.52,3
2160,2488.98,1.15,0,4.7,2
86,224.99,2.62,1.43,1.52,3
438,2525.19,5.77,0,21.9,1
5589,121393.31,21.72,0,33.19,4
1302,2516.31,1.93,0,11.06,2
40,107.19,2.68,0.62,5.68,3
450,1536.88,3.42,0,12.99,2
72,63.28,0.88,0.06,2.34,3
4236,2388.83,0.56,0,5.34,3
73,117.37,1.61,0.15,2.51,3
786,2544.67,3.24,0,7.51,2
1182,11811.79,9.99,0,21.95,1
1067,1340.88,1.26,0,5.86,3
1472,1266.77,0.86,0,5.45,3
2373,8671.36,3.65,0.38,23.92,1
698,3352.33,4.8,0.04,20.45,1
6045,5290.21,0.88,0.07,3.16,3
1791,19685.38,10.99,0,22.57,1
2888,954.94,0.33,0.03,1.78,3
432,1663.13,3.85,0,9.17,2
13379,6382.47,0.48,0.07,1.51,3
35,29.7,0.85,0.23,1.81,3
2483,2168.58,0.87,0,8.57,2
18,3.53,0.2,0,0.34,3
266,384.17,1.44,0.06,4.11,3
41,43.78,1.07,0,3.38,3
324,412.7,1.27,0.13,5.58,3
1758,16420.42,9.34,0.02,16.8,1
830,1672.1,2.01,0,6.37,2
229,329.85,1.44,0,4.63,3
1138,2800.11,2.46,0.11,9.34,2
200,242.94,1.21,0,2.32,3
5738,443.2,0.08,0.01,3.58,3
1156,16684.52,14.43,0.11,22.87,1
496,348.26,0.7,0,8.08,1
1001,6231.35,6.23,0,19.69,1
146,218.02,1.49,0.04,4.01,3
30,40.02,1.33,0.17,4.78,3
